source_site,listing_id,listing_url,title,purchase_price,suburb,city,province,property_type,bedrooms,bathrooms,parking_spaces,garage,floor_area_sqm,land_area_sqm,levies,rates_taxes,description,listing_date,scraped_timestamp,pp_transaction_slug,pp_province_slug,pp_metro_slug,pp_city_slug,pp_suburb_slug,purchase_price_Rands
privateproperty,T5332132,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/sandton/broadacres/T5332132,2 Bedroom Apartment in Broadacres,8900000.0,Broadacres,Sandton,Gauteng,Apartment,2.0,2.0,1.0,,85.0,5.0,2693.0,840.0,"2 Bedroom Apartment in Broadacres, Airbnb Opportunity Spacious Upstairs Two Bed Two Bath Apartment Airbnb Opportunity Spacious Upstair",11 Dec 2025,2026-03-27T16:32:22.940146+00:00,for-sale,gauteng,johannesburg-metro,sandton,broadacres,890000.0
privateproperty,T5405954,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/north-riding-to-lanseria/sundowner/T5405954,2 Bedroom Apartment in Sundowner,8850000.0,Sundowner,North Riding To Lanseria,Gauteng,Apartment,2.0,1.0,1.0,,105.0,,1741.5,446.0,"2 Bedroom Apartment in Sundowner, High-demand, low-maintenance, a prime investment opportunity Whether you are stepping onto the pro",27 Feb 2026,2026-03-27T16:32:19.698613+00:00,for-sale,gauteng,johannesburg-metro,north-riding-to-lanseria,sundowner,885000.0
privateproperty,T5374159,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/north-riding-to-lanseria/jackal-creek-northriding/jackal-creek-golf-estate/T5374159,2 Bedroom Apartment in Jackal Creek Golf Estate,8800000.0,Jackal Creek Northriding,North Riding To Lanseria,Gauteng,Apartment,2.0,2.0,3.0,,71.0,,2696.0,540.0,"2 Bedroom Apartment in Jackal Creek Golf Estate, Sunningdale Ground-Floor Apartment with Garden Views Wake up to serene views of lush indigenous ga",3 Feb 2026,2026-03-27T16:32:15.389505+00:00,for-sale,gauteng,johannesburg-metro,north-riding-to-lanseria,jackal-creek-northriding,880000.0
privateproperty,T5078482,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/johannesburg-central/braamfontein/T5078482,2 Bedroom Apartment in Braamfontein,8600000.0,Braamfontein,Johannesburg Central,Gauteng,Apartment,2.0,1.0,,,90.0,,2517.0,568.0,"2 Bedroom Apartment in Braamfontein, A Rare gem in the heart of Johannesburg I''m excited to share details about a stunning apartment no",15 May 2025,2026-03-27T16:32:11.817664+00:00,for-sale,gauteng,johannesburg-metro,johannesburg-central,braamfontein,860000.0
privateproperty,T4938016,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/sandton/lonehill/T4938016,2 Bedroom Apartment in Lonehill,8500000.0,Lonehill,Sandton,Gauteng,Apartment,2.0,1.0,1.0,,67.0,67.0,2103.0,830.0,"2 Bedroom Apartment in Lonehill, FOR SALE: 2-BEDROOM UNIT IN LONEHILL Bank-Assisted Sale This modern 2-bedroom, 1-bathroom unit in t",29 Jan 2025,2026-03-27T16:32:08.500709+00:00,for-sale,gauteng,johannesburg-metro,sandton,lonehill,850000.0
privateproperty,T5278116,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/sandton/petervale/T5278116,1 Bedroom Apartment in Petervale,8500000.0,Petervale,Sandton,Gauteng,Apartment,1.0,1.0,1.0,,44.0,44.0,2000.0,1800.0,"1 Bedroom Apartment in Petervale, Stunning 1-Bed, 1-Bath Top-Floor Apartment Experience modern living at its finest in this immaculat",23 Oct 2025,2026-03-27T16:32:05.900476+00:00,for-sale,gauteng,johannesburg-metro,sandton,petervale,850000.0
privateproperty,T4209698,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/sandton/sunninghill/T4209698,2 Bedroom Apartment in Sunninghill,8490000.0,Sunninghill,Sandton,Gauteng,Apartment,2.0,1.0,1.0,1.0,108.0,108.0,3500.0,856.0,"2 Bedroom Apartment in Sunninghill, Gorgeous Two Bed Loft SOLE MANDATE - NEW RELEASE - PRICED TO SELL Inviting serious buyers to view",12 Jun 2023,2026-03-27T16:32:03.081591+00:00,for-sale,gauteng,johannesburg-metro,sandton,sunninghill,849000.0
privateproperty,T5407338,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/north-riding-to-lanseria/jackal-creek-northriding/jackal-creek-golf-estate/T5407338,2 Bedroom Apartment in Jackal Creek Golf Estate,8400000.0,Jackal Creek Northriding,North Riding To Lanseria,Gauteng,Apartment,2.0,1.0,3.0,,60.0,,2348.0,718.0,"2 Bedroom Apartment in Jackal Creek Golf Estate, Kingsbarns This two-bedroom apartment is located on the first floor with beautiful views of the ind",28 Feb 2026,2026-03-27T16:31:59.232780+00:00,for-sale,gauteng,johannesburg-metro,north-riding-to-lanseria,jackal-creek-northriding,840000.0
privateproperty,T5144532,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/sandton/lonehill/T5144532,1 Bedroom Apartment in Lonehill,8300000.0,Lonehill,Sandton,Gauteng,Apartment,1.0,1.0,1.0,,49.0,49.0,2572.0,920.0,"1 Bedroom Apartment in Lonehill, Inviting buyers between R779 000 and R830 000 to view and negotiate This neat and sunny 1-bedroom,",8 Jul 2025,2026-03-27T16:31:56.563255+00:00,for-sale,gauteng,johannesburg-metro,sandton,lonehill,830000.0
privateproperty,T5132495,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/midrand/halfway-gardens/T5132495,2 Bedroom Apartment in Halfway Gardens,8000000.0,Halfway Gardens,Midrand,Gauteng,Apartment,2.0,1.0,1.0,1.0,71.0,71.0,1406.0,783.0,"2 Bedroom Apartment in Halfway Gardens, Step into this beautifully renovated 2-bedroom, 1-bathroom apartment that blends modern comfort with",27 Jun 2025,2026-03-27T16:31:52.651686+00:00,for-sale,gauteng,johannesburg-metro,midrand,halfway-gardens,800000.0
privateproperty,T5425735,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/sandton/fourways/T5425735,2 Bedroom Apartment in Fourways,7990000.0,Fourways,Sandton,Gauteng,Apartment,2.0,1.0,2.0,,73.0,,2228.0,978.0,"2 Bedroom Apartment in Fourways, Step into modern comfort with this beautifully presented two-bedroom apartment, perfectly positioned",16 Mar 2026,2026-03-27T16:31:49.867484+00:00,for-sale,gauteng,johannesburg-metro,sandton,fourways,799000.0
privateproperty,T5404329,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/sandton/paulshof/T5404329,2 Bedroom Apartment in Paulshof,7990000.0,Paulshof,Sandton,Gauteng,Apartment,2.0,2.0,1.0,,58.0,,2465.0,588.0,"2 Bedroom Apartment in Paulshof, Gorgeous, Cosy 2-Bedroom, 2-Bathroom Garden Unit This charming and well-maintained unit offers com",26 Feb 2026,2026-03-27T16:31:47.262541+00:00,for-sale,gauteng,johannesburg-metro,sandton,paulshof,799000.0
privateproperty,T5026106,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/sandton/paulshof/T5026106,2 Bedroom Apartment in Paulshof,7980000.0,Paulshof,Sandton,Gauteng,Apartment,2.0,1.0,,,62.0,62.0,1311.0,469.0,"2 Bedroom Apartment in Paulshof, Looking for a stylish 2-bed, 1-bath apartment in a prime location This move-in-ready gem, nestled be",1 Apr 2025,2026-03-27T16:31:44.332287+00:00,for-sale,gauteng,johannesburg-metro,sandton,paulshof,798000.0
privateproperty,T5124844,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/north-riding-to-lanseria/jackal-creek-northriding/jackal-creek-golf-estate/T5124844,2 Bedroom Apartment in Jackal Creek Golf Estate,7980000.0,Jackal Creek Northriding,North Riding To Lanseria,Gauteng,Apartment,2.0,1.0,3.0,,59.0,,2500.0,690.0,"2 Bedroom Apartment in Jackal Creek Golf Estate, Wentworth 1st Floor, 2 Bedroom, 1 Bathroom at Wentworth Open plan, tiled, kitchen has modern finish",22 Jun 2025,2026-03-27T16:31:40.811095+00:00,for-sale,gauteng,johannesburg-metro,north-riding-to-lanseria,jackal-creek-northriding,798000.0
privateproperty,T4570469,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/sandton/paulshof/T4570469,1 Bedroom Apartment in Paulshof,7950000.0,Paulshof,Sandton,Gauteng,Apartment,1.0,1.0,,,71.0,,2065.0,480.0,"1 Bedroom Apartment in Paulshof, Welcome to Via Positano in Paulshof, where luxury meets convenience in this stunning 1.5-bedroom, 1-",21 Jan 2025,2026-03-27T16:31:37.188839+00:00,for-sale,gauteng,johannesburg-metro,sandton,paulshof,795000.0
privateproperty,T5415366,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/north-riding-to-lanseria/jackal-creek-northriding/jackal-creek-golf-estate/T5415366,2 Bedroom Apartment in Jackal Creek Golf Estate,7950000.0,Jackal Creek Northriding,North Riding To Lanseria,Gauteng,Apartment,2.0,2.0,3.0,,71.0,,2933.0,766.0,"2 Bedroom Apartment in Jackal Creek Golf Estate, Modern Open-Plan Living in Oak Hill Layout: Enjoy seamless flow in this fully tiled open plan flat,",6 Mar 2026,2026-03-27T16:31:33.264172+00:00,for-sale,gauteng,johannesburg-metro,north-riding-to-lanseria,jackal-creek-northriding,795000.0
privateproperty,T5144504,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/sandton/lonehill/T5144504,1 Bedroom Apartment in Lonehill,7900000.0,Lonehill,Sandton,Gauteng,Apartment,1.0,1.0,1.0,,49.0,49.0,2572.0,800.0,"1 Bedroom Apartment in Lonehill, Inviting buyers between R669 000 and R790 000 to view and negotiate This sunny and spacious 1-bedro",8 Jul 2025,2026-03-27T16:31:30.394586+00:00,for-sale,gauteng,johannesburg-metro,sandton,lonehill,790000.0
privateproperty,T5272523,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/midrand/noordwyk/T5272523,2 Bedroom Apartment in Noordwyk,7800000.0,Noordwyk,Midrand,Gauteng,Apartment,2.0,1.0,2.0,,43.0,43.0,815.0,748.0,"2 Bedroom Apartment in Noordwyk, This stylish and spacious 2-bedroom, 1-bathroom, 1st-floor, corner apartment offers the cosy blend o",20 Oct 2025,2026-03-27T16:31:27.454651+00:00,for-sale,gauteng,johannesburg-metro,midrand,noordwyk,780000.0
privateproperty,T5143775,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/sandton/fourways/T5143775,1 Bedroom Apartment in Fourways,7700000.0,Fourways,Sandton,Gauteng,Apartment,1.0,1.0,2.0,,,77.0,2194.0,544.0,"1 Bedroom Apartment in Fourways, Stylish Loft Living in the Heart of Fourways Modern and airy, this stylish 1-bedroom loft apartment",8 Jul 2025,2026-03-27T16:31:24.904461+00:00,for-sale,gauteng,johannesburg-metro,sandton,fourways,770000.0
privateproperty,T5133083,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/north-riding-to-lanseria/jackal-creek-northriding/jackal-creek-golf-estate/T5133083,2 Bedroom Apartment in Jackal Creek Golf Estate,7600000.0,Jackal Creek Northriding,North Riding To Lanseria,Gauteng,Apartment,2.0,2.0,3.0,,71.0,,3100.0,1029.0,"2 Bedroom Apartment in Jackal Creek Golf Estate, Sunningdale 2-Bedroom Apartment View by appointment only Modern 2nd-floor apartment with high ceil",28 Jun 2025,2026-03-27T16:31:21.623697+00:00,for-sale,gauteng,johannesburg-metro,north-riding-to-lanseria,jackal-creek-northriding,760000.0
privateproperty,T4674523,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/sandton/lonehill/T4674523,1 Bedroom Apartment in Lonehill,7500000.0,Lonehill,Sandton,Gauteng,Apartment,1.0,1.0,2.0,,45.0,45.0,2100.0,800.0,"1 Bedroom Apartment in Lonehill, Ground floor Modern Studio Apartment in Casablanca, Lonehill Studio Apartment for Sale in Lonehill",23 Sep 2025,2026-03-27T16:31:18.746990+00:00,for-sale,gauteng,johannesburg-metro,sandton,lonehill,750000.0
privateproperty,T5139009,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/randburg/ferndale/T5139009,2 Bedroom Apartment in Ferndale,7499950.0,Ferndale,Randburg,Gauteng,Apartment,2.0,1.0,2.0,1.0,86.0,4.0,1126.0,865.0,"2 Bedroom Apartment in Ferndale, Modern comfort meets ideal location Discover this beautifully renovated two-bedroom apartment for s",3 Jul 2025,2026-03-27T16:31:15.932266+00:00,for-sale,gauteng,johannesburg-metro,randburg,ferndale,749995.0
privateproperty,T5298722,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/north-riding-to-lanseria/jackal-creek-northriding/jackal-creek-golf-estate/T5298722,1 Bedroom Apartment in Jackal Creek Golf Estate,7200000.0,Jackal Creek Northriding,North Riding To Lanseria,Gauteng,Apartment,1.0,1.0,3.0,,55.0,,2650.0,715.0,"1 Bedroom Apartment in Jackal Creek Golf Estate, Ground-Floor Gem with Garden Views Investors Dream Tenanted Lock-Up n Go Step into effortless est",10 Nov 2025,2026-03-27T16:31:12.428089+00:00,for-sale,gauteng,johannesburg-metro,north-riding-to-lanseria,jackal-creek-northriding,720000.0
privateproperty,T5307321,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/north-riding-to-lanseria/noordhang/T5307321,2 Bedroom Apartment in Noordhang,7200000.0,Noordhang,North Riding To Lanseria,Gauteng,Apartment,2.0,1.0,1.0,,60.0,,1364.0,453.0,"2 Bedroom Apartment in Noordhang, Top Floor - 2 Bedroom Apartment Nestled in a serene and tranquil neighborhood, this delightful apar",17 Nov 2025,2026-03-27T16:31:08.794701+00:00,for-sale,gauteng,johannesburg-metro,north-riding-to-lanseria,noordhang,720000.0
privateproperty,T4849956,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/midrand/vorna-valley/T4849956,2 Bedroom Apartment in Vorna Valley,7000000.0,Vorna Valley,Midrand,Gauteng,Apartment,2.0,1.0,,,61.0,61.0,1017.0,502.0,"2 Bedroom Apartment in Vorna Valley, This lovely unit is located at Limnos Village, which is one of the most sought-after complexes in Vo",1 Nov 2024,2026-03-27T16:31:05.792822+00:00,for-sale,gauteng,johannesburg-metro,midrand,vorna-valley,700000.0
privateproperty,T5371161,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/north-riding-to-lanseria/jackal-creek-northriding/jackal-creek-golf-estate/T5371161,1 Bedroom Apartment in Jackal Creek Golf Estate,7000000.0,Jackal Creek Northriding,North Riding To Lanseria,Gauteng,Apartment,1.0,1.0,3.0,,74.0,,2795.0,765.0,"1 Bedroom Apartment in Jackal Creek Golf Estate, Immaculate 1-Bedroom Apartment with Loft in Pinehurst Discover this pristine second floor, 1-bedroo",30 Jan 2026,2026-03-27T16:31:01.771118+00:00,for-sale,gauteng,johannesburg-metro,north-riding-to-lanseria,jackal-creek-northriding,700000.0
privateproperty,T5372013,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/sandton/lonehill/T5372013,1 Bedroom Apartment in Lonehill,7000000.0,Lonehill,Sandton,Gauteng,Apartment,1.0,1.0,2.0,,50.0,,358.0,1340.0,"1 Bedroom Apartment in Lonehill, 1 Bed 1 Bath apartment.Lonehill Second-Floor 1 Bedroom, 1 Bathroom Apartment to Rent Beverly Lone",1 Feb 2026,2026-03-27T16:30:57.464497+00:00,for-sale,gauteng,johannesburg-metro,sandton,lonehill,700000.0
privateproperty,T5360031,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/sandton/douglasdale/T5360031,1 Bedroom Apartment in Douglasdale,6950000.0,Douglasdale,Sandton,Gauteng,Apartment,1.0,1.0,1.0,,57.0,,2216.0,831.0,"1 Bedroom Apartment in Douglasdale, Please contact agent should you wish to attend the Show House for access info. Sole Mandate: This l",22 Jan 2026,2026-03-27T16:30:53.896381+00:00,for-sale,gauteng,johannesburg-metro,sandton,douglasdale,695000.0
privateproperty,T5343571,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/randburg/bloubosrand/T5343571,2 Bedroom Apartment in Bloubosrand,6900000.0,Bloubosrand,Randburg,Gauteng,Apartment,2.0,1.0,1.0,,70.0,70.0,2061.0,454.0,"2 Bedroom Apartment in Bloubosrand, Great Opportunity. Calling all Investors and first time buyers Looking for a great investment or",7 Jan 2026,2026-03-27T16:30:50.788329+00:00,for-sale,gauteng,johannesburg-metro,randburg,bloubosrand,690000.0
privateproperty,T5040441,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/midrand/vorna-valley/T5040441,2 Bedroom Apartment in Vorna Valley,6800000.0,Vorna Valley,Midrand,Gauteng,Apartment,2.0,1.0,,,62.0,62.0,1900.0,600.0,"2 Bedroom Apartment in Vorna Valley, This lovely unit is situated in Silkwood, which is one of the most sought-after complexes in Vorna V",11 Apr 2025,2026-03-27T16:30:46.875566+00:00,for-sale,gauteng,johannesburg-metro,midrand,vorna-valley,680000.0
privateproperty,T5348812,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/sandton/fourways/T5348812,1 Bedroom Apartment in Fourways,6700000.0,Fourways,Sandton,Gauteng,Apartment,1.0,1.0,1.0,,58.0,,1819.0,943.0,"1 Bedroom Apartment in Fourways, Please contact agent should you wish to attend the Show House for access info. SOLE MANDATE This",13 Jan 2026,2026-03-27T16:30:43.650733+00:00,for-sale,gauteng,johannesburg-metro,sandton,fourways,670000.0
privateproperty,T5358999,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/sandton/douglasdale/T5358999,1 Bedroom Apartment in Douglasdale,6700000.0,Douglasdale,Sandton,Gauteng,Apartment,1.0,1.0,1.0,,49.0,,2316.0,831.0,"1 Bedroom Apartment in Douglasdale, Please contact agent should you wish to attend the Show House for access info. This neat and well-p",21 Jan 2026,2026-03-27T16:30:40.525220+00:00,for-sale,gauteng,johannesburg-metro,sandton,douglasdale,670000.0
privateproperty,T5215229,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/midrand/barbeque-downs/T5215229,1 Bedroom Apartment in Barbeque Downs,6500000.0,Barbeque Downs,Midrand,Gauteng,Apartment,1.0,1.0,1.0,1.0,46.0,46.0,640.0,2176.0,"1 Bedroom Apartment in Barbeque Downs, Discover the perfect balance of comfort, convenience, and contemporary living in this stylish 1-bedr",3 Sep 2025,2026-03-27T16:30:37.108244+00:00,for-sale,gauteng,johannesburg-metro,midrand,barbeque-downs,650000.0
privateproperty,T5346768,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/north-riding-to-lanseria/jackal-creek-northriding/jackal-creek-golf-estate/T5346768,1 Bedroom Apartment in Jackal Creek Golf Estate,6200000.0,Jackal Creek Northriding,North Riding To Lanseria,Gauteng,Apartment,1.0,1.0,3.0,,50.0,,2600.0,561.0,"1 Bedroom Apartment in Jackal Creek Golf Estate, Sunningdale Stylish One-Bedroom Apartment Apartment Features First-floor living with open-",11 Jan 2026,2026-03-27T16:30:33.671935+00:00,for-sale,gauteng,johannesburg-metro,north-riding-to-lanseria,jackal-creek-northriding,620000.0
privateproperty,T5317027,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/north-riding-to-lanseria/jackal-creek-northriding/T5317027,1 Bedroom Apartment in Jackal Creek (Northriding),5700000.0,Jackal Creek Northriding,North Riding To Lanseria,Gauteng,Apartment,1.0,1.0,1.0,,47.0,,1733.0,218.0,"1 Bedroom Apartment in Jackal Creek (Northriding), 1 Bedroom First Floor Apartment - with Full Bathroom Live the Lifestyle in this amazing estate, and",25 Nov 2025,2026-03-27T16:30:29.438255+00:00,for-sale,gauteng,johannesburg-metro,north-riding-to-lanseria,jackal-creek-northriding,570000.0
privateproperty,T5352926,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/randburg/kensington-b/T5352926,1 Bedroom Apartment in Kensington B,5500000.0,Kensington B,Randburg,Gauteng,Apartment,1.0,1.0,1.0,1.0,69.0,,827.0,818.6600895522388,"1 Bedroom Apartment in Kensington B, Its the right time to invest in Kensington B ! Its too expensive to live in Sandton so this is affor",16 Jan 2026,2026-03-27T16:30:26.806788+00:00,for-sale,gauteng,johannesburg-metro,randburg,kensington-b,550000.0
privateproperty,T5380739,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/north-riding-to-lanseria/northgate/T5380739,2 Bedroom Apartment in Northgate,5300000.0,Northgate,North Riding To Lanseria,Gauteng,Apartment,2.0,1.0,2.0,,54.0,,1641.0,400.0,"2 Bedroom Apartment in Northgate, Spacious two bed unit priced to go this spacious, bright upstairs apartment offers an ideal lock-u",7 Feb 2026,2026-03-27T16:30:23.386759+00:00,for-sale,gauteng,johannesburg-metro,north-riding-to-lanseria,northgate,530000.0
privateproperty,T5335959,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/northcliff/auckland-park/T5335959,1 Bedroom Apartment in Auckland Park,4900000.0,Auckland Park,Northcliff,Gauteng,Apartment,1.0,1.0,1.0,,41.0,41.0,1500.0,1274.0,"1 Bedroom Apartment in Auckland Park, Top-Floor One-Bedroom Studio Apartment in Milpark Mews For Sale Discover this well-maintained, mode",16 Dec 2025,2026-03-27T16:30:19.395027+00:00,for-sale,gauteng,johannesburg-metro,northcliff,auckland-park,490000.0
privateproperty,T5191726,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/randburg/ferndale/T5191726,2 Bedroom Apartment in Ferndale,4300000.0,Ferndale,Randburg,Gauteng,Apartment,2.0,1.0,1.0,,69.0,4.0,1852.1,207.0,"2 Bedroom Apartment in Ferndale, Warm & Inviting 2-Bedroom Apartment in a Secure Apartment Block Step into comfort and convenience w",14 Aug 2025,2026-03-27T16:30:15.487150+00:00,for-sale,gauteng,johannesburg-metro,randburg,ferndale,430000.0
privateproperty,T5155622,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/rosebank-and-parktown/melrose-arch/401-fourty-on-oak/18-whitely/T5155622,3 Bedroom Apartment in Melrose Arch,59999950.0,Melrose Arch,Rosebank And Parktown,Gauteng,Apartment,3.0,3.0,2.0,2.0,191.0,5.0,3494.0,4236.0,"3 Bedroom Apartment in Melrose Arch, 401 fourty on oak, 18 whitely, Live in the lap of luxury in a sought after suburb SHOW HOUSE ON 6 DECEMBER BY APPOINTMENT ONLY Wel",17 Jul 2025,2026-03-27T16:30:12.622873+00:00,for-sale,gauteng,johannesburg-metro,rosebank-and-parktown,melrose-arch,5999995.0
privateproperty,T5116355,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/johannesburg-south/bassonia/106-bassiona-sun-estate/222-comaro/T5116355,3 Bedroom Apartment in Bassonia,20000000.0,Bassonia,Johannesburg South,Gauteng,Apartment,3.0,2.0,4.0,2.0,,,1253.2,2007.5,"3 Bedroom Apartment in Bassonia, 106 bassiona sun estate, 222 comaro, Positioned high within the heart of Bassonia, this home enjoys uninterrupted views and offers a sens",13 Jun 2025,2026-03-27T16:29:57.041873+00:00,for-sale,gauteng,johannesburg-metro,johannesburg-south,bassonia,2000000.0
privateproperty,T5360158,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/midrand/waterfall-estate/512-kikuyu/1-corner-maxwell-pretoria-main-road/T5360158,3 Bedroom Apartment in Waterfall Estate,17500000.0,Waterfall Estate,Midrand,Gauteng,Apartment,3.0,2.0,4.0,,110.0,4.0,1633.0,1233.0,"3 Bedroom Apartment in Waterfall Estate, 512 kikuyu, 1 corner maxwell & pretoria main road, 3 Bedroom 2 Bathroom Ground Floor Apartment For Sale-Kikuyu Waterfall Spacious GROUND FLOOR apartme",22 Jan 2026,2026-03-27T16:29:53.168982+00:00,for-sale,gauteng,johannesburg-metro,midrand,waterfall-estate,1750000.0
privateproperty,T5306915,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/north-riding-to-lanseria/north-riding/mf267-isabel-estate/267-dexter-road/T5306915,3 Bedroom Apartment in North Riding,11950000.0,North Riding,North Riding To Lanseria,Gauteng,Apartment,3.0,2.0,2.0,,90.0,,2450.0,779.0,"3 Bedroom Apartment in North Riding, mf267 isabel estate, 267 dexter road, Welcome to Isabel Estate Modern Living with Spectacular City Views! Occupying a prime position wit",17 Nov 2025,2026-03-27T16:29:50.362214+00:00,for-sale,gauteng,johannesburg-metro,north-riding-to-lanseria,north-riding,1195000.0
privateproperty,T5355619,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/sandton/douglasdale/551-kalgaro-estate/69-swallow-drive/T5355619,2 Bedroom Apartment in Douglasdale,10990000.0,Douglasdale,Sandton,Gauteng,Apartment,2.0,2.0,2.0,,72.0,,1237.0,592.0,"2 Bedroom Apartment in Douglasdale, 551 kalgaro estate, 69 swallow drive, Stunning 2 Bed 2 Bath Apartment for Sale! Discover Your Dream Home! Experience the epitome of",19 Jan 2026,2026-03-27T16:29:46.327382+00:00,for-sale,gauteng,johannesburg-metro,sandton,douglasdale,1099000.0
privateproperty,T5056804,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/sandton/paulshof/38-the-algarve/23-mount-fletcher/T5056804,2 Bedroom Apartment in Paulshof,9600000.0,Paulshof,Sandton,Gauteng,Apartment,2.0,2.0,2.0,,70.0,,373.0,2986.0,"2 Bedroom Apartment in Paulshof, 38 the algarve, 23 mount fletcher, 2 Bed, 2 Bath Ground Floor Apartment - Paulshof Wow! What An Amazing Renovation! Offers From R 960",26 Apr 2025,2026-03-27T16:29:42.511338+00:00,for-sale,gauteng,johannesburg-metro,sandton,paulshof,960000.0
privateproperty,T5121325,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/randburg/randpark-ridge/mf24-manor-park/24-pongola-avenue/T5121325,2 Bedroom Apartment in Randpark Ridge,8300000.0,Randpark Ridge,Randburg,Gauteng,Apartment,2.0,2.0,1.0,,73.0,3.0,1073.0,418.0,"2 Bedroom Apartment in Randpark Ridge, mf24 manor park, 24 pongola avenue, Ideal Investment Opportunity This first-floor, renovated apartment is situated in the Manor Park co",19 Jun 2025,2026-03-27T16:29:38.275183+00:00,for-sale,gauteng,johannesburg-metro,randburg,randpark-ridge,830000.0
privateproperty,T5153344,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/sandton/fourways/171-the-william/1-broadacres-drive-east/T5153344,1 Bedroom Apartment in Fourways,7490000.0,Fourways,Sandton,Gauteng,Apartment,1.0,1.0,2.0,,53.0,,850.0,564.0,"1 Bedroom Apartment in Fourways, 171 the william, 1 broadacres drive east, Stunning 1 Bedroom Apartment For Sale!!! Discover your dream home in this stunning 1-bedroom, 1-bat",15 Jul 2025,2026-03-27T16:29:34.744201+00:00,for-sale,gauteng,johannesburg-metro,sandton,fourways,749000.0
privateproperty,T5270609,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/randburg/ferndale/xx-ferndale-village/362-main-avenue/T5270609,2 Bedroom Apartment in Ferndale,6990000.0,Ferndale,Randburg,Gauteng,Apartment,2.0,1.0,1.0,,70.0,8.0,2596.0,819.0,"2 Bedroom Apartment in Ferndale, xx ferndale village, 362 main avenue, Christmas Special at R699 000 Per Unit - Dont miss out! BUY WITH NO CASH REQUIRED - THE PURCHASE PR",17 Oct 2025,2026-03-27T16:29:32.089956+00:00,for-sale,gauteng,johannesburg-metro,randburg,ferndale,699000.0
privateproperty,T5347206,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/north-riding-to-lanseria/north-riding/85-northumberland-park/4-dexter-road/T5347206,2 Bedroom Apartment in North Riding,6700000.0,North Riding,North Riding To Lanseria,Gauteng,Apartment,2.0,1.0,1.0,,66.0,66.0,1198.0,337.0,"2 Bedroom Apartment in North Riding, 85 northumberland park, 4 dexter road, Neat, secure, spacious and modern ground floor unit Discover the perfect blend of comfort and conv",12 Jan 2026,2026-03-27T16:29:29.405747+00:00,for-sale,gauteng,johannesburg-metro,north-riding-to-lanseria,north-riding,670000.0
