source_site,listing_id,listing_url,title,purchase_price,suburb,city,province,property_type,bedrooms,bathrooms,parking_spaces,garage,floor_area_sqm,land_area_sqm,levies,rates_taxes,description,listing_date,scraped_timestamp,pp_transaction_slug,pp_province_slug,pp_metro_slug,pp_city_slug,pp_suburb_slug,purchase_price_Rands
privateproperty,T5024320,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/sandton/douglasdale/4-ss-kalgaro/67-swallow-drive/T5024320,1 Bedroom House in Douglasdale,7499000.0,Douglasdale,Sandton,Gauteng,House,1.0,1.0,1.0,,52.0,,1670.0,626.0,"1 Bedroom House in Douglasdale, 4 ss kalgaro, 67 swallow drive, Classy, up-market one bedroom apartment within Kalgaro Estate offering a safe and secure environment",31 Mar 2025,2026-03-27T16:04:16.073394+00:00,for-sale,gauteng,johannesburg-metro,sandton,douglasdale,749900.0
privateproperty,T5136299,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/soweto/soweto-central/29-zondi-street/T5136299,2 Bedroom House in Soweto Central,7490000.0,Soweto Central,Soweto,Gauteng,House,2.0,1.0,2.0,2.0,89.0,300.0,100.0,100.0,"2 Bedroom House in Soweto Central, 29 zondi street, 2 bedroom, lounge and bath , open plan kitchen and lounge, fitted , with three outside for extra mon",1 Jul 2025,2026-03-27T16:04:13.399738+00:00,for-sale,gauteng,johannesburg-metro,soweto,soweto-central,749000.0
privateproperty,T5202895,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/north-riding-to-lanseria/cosmo-city/320-kya-sands-estate/8-main-road/T5202895,2 Bedroom House in Cosmo City,7490000.0,Cosmo City,North Riding To Lanseria,Gauteng,House,2.0,1.5,8.0,6.0,50.0,260.0,440.0,700.0,"2 Bedroom House in Cosmo City, 320 kya sands estate, 8 main road, Beautiful Free Standing 2 Bed 1.5 Bath Family Cluster Home Beautiful Free Standing Cluster Family Ho",23 Aug 2025,2026-03-27T16:04:10.400136+00:00,for-sale,gauteng,johannesburg-metro,north-riding-to-lanseria,cosmo-city,749000.0
privateproperty,T5239326,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/midrand/erand-gardens/810-ss-92-on-new/92-new-road/T5239326,1 Bedroom House in Erand Gardens,7490000.0,Erand Gardens,Midrand,Gauteng,House,1.0,1.0,1.0,,49.0,,1490.0,422.0,"1 Bedroom House in Erand Gardens, 810 ss 92 on new, 92 new road, Welcome to this stylish one-bedroom sectional title, perfectly located in the heart of Erand Gardens",22 Sep 2025,2026-03-27T16:04:06.145152+00:00,for-sale,gauteng,johannesburg-metro,midrand,erand-gardens,749000.0
privateproperty,T5240902,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/soweto/meadowlands/30-khumalo-street/T5240902,3 Bedroom House in Meadowlands,7490000.0,Meadowlands,Soweto,Gauteng,House,3.0,2.0,3.0,1.0,120.0,188.0,461.18666666666667,580.0,"3 Bedroom House in Meadowlands, 30 khumalo street, CHARMING THREE BEDROOM FAMILY HOME | MODERN FEATURES | SECURE LIVING CHARMING THREE BEDROOM FAMILY",23 Sep 2025,2026-03-27T16:04:03.402766+00:00,for-sale,gauteng,johannesburg-metro,soweto,meadowlands,749000.0
privateproperty,T5273515,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/north-riding-to-lanseria/noordhang/63-bellaires-brooke/91-bellaires-drive-drive/T5273515,2 Bedroom House in Noordhang,7490000.0,Noordhang,North Riding To Lanseria,Gauteng,House,2.0,1.0,2.0,,92.0,,2512.0,402.0,"2 Bedroom House in Noordhang, 63 bellaires brooke, 91 bellaires drive drive, This beautiful 2-bedroom loft apartment is a must-see! The home features a modern open-plan kitchen",20 Oct 2025,2026-03-27T16:04:00.332004+00:00,for-sale,gauteng,johannesburg-metro,north-riding-to-lanseria,noordhang,749000.0
privateproperty,T5295594,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/soweto/eldorado-park/9-joseph-hartley-street/T5295594,4 Bedroom House in Eldorado Park,7490000.0,Eldorado Park,Soweto,Gauteng,House,4.0,2.0,4.0,1.0,,438.0,461.18666666666667,686.0,"4 Bedroom House in Eldorado Park, 9 joseph hartley street, From the moment you step inside, this home gives off a sense of calm and care. Its clean, freshly pa",7 Nov 2025,2026-03-27T16:03:57.688952+00:00,for-sale,gauteng,johannesburg-metro,soweto,eldorado-park,749000.0
privateproperty,T5340052,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/lenasia-to-ennerdale/lenasia-south/b383l-hillside-street/T5340052,2 Bedroom House in Lenasia South,7490000.0,Lenasia South,Lenasia To Ennerdale,Gauteng,House,2.0,1.0,4.0,,75.0,255.0,150.0,800.0,"2 Bedroom House in Lenasia South, b383l hillside street, Two Bedroom House Available In Lenasia South Ext 24 TWO BEDROOM HOME | OUTSIDE ROOM | BOOMED AREA |",26 Dec 2025,2026-03-27T16:03:54.850588+00:00,for-sale,gauteng,johannesburg-metro,lenasia-to-ennerdale,lenasia-south,749000.0
privateproperty,T5342306,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/soweto/protea-glen/b20l-daffodils-street/T5342306,2 Bedroom House in Protea Glen,7490000.0,Protea Glen,Soweto,Gauteng,House,2.0,1.0,7.0,,150.0,300.0,521.6666666666666,800.0,"2 Bedroom House in Protea Glen, b20l daffodils street, Two Bedroom With Three Outside Rooms For Sale In Protea Glen Ext 31 TWO BEDROOM HOME | THREE OUTSID",5 Jan 2026,2026-03-27T16:03:50.932753+00:00,for-sale,gauteng,johannesburg-metro,soweto,protea-glen,749000.0
privateproperty,T5365410,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/soweto/protea-glen/b12l-apricott-street/T5365410,3 Bedroom House in Protea Glen,7490000.0,Protea Glen,Soweto,Gauteng,House,3.0,2.0,7.0,,80.0,300.0,521.6666666666666,800.0,"3 Bedroom House in Protea Glen, b12l apricott street, Three Bedroom House with Three En-Suite Outside Rooms for Sale in Protea Gle MAIN HOUSE PLUS THREE",27 Jan 2026,2026-03-27T16:03:47.277508+00:00,for-sale,gauteng,johannesburg-metro,soweto,protea-glen,749000.0
privateproperty,T5392581,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/soweto/protea-glen/bext1l-jub-jub-street/T5392581,2 Bedroom House in Protea Glen,7490000.0,Protea Glen,Soweto,Gauteng,House,2.0,1.0,8.0,,75.0,264.0,521.6666666666666,890.0,"2 Bedroom House in Protea Glen, bext1l jub jub street, Two Bedroom House For Sale In Protea Glen Ext 1 CHARMING TWO BEDROOM HOME | PRIME LOCATION | MOVE I",17 Feb 2026,2026-03-27T16:03:42.982226+00:00,for-sale,gauteng,johannesburg-metro,soweto,protea-glen,749000.0
privateproperty,T5398050,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/soweto/meadowlands/b89l-shabba-street/T5398050,2 Bedroom House in Meadowlands,7490000.0,Meadowlands,Soweto,Gauteng,House,2.0,2.0,,,75.0,320.0,461.18666666666667,800.0,"2 Bedroom House in Meadowlands, b89l shabba street, Two Bedroom House For Sale In Meadownlands Zone 10 TWO BEDROOM HOME | OUTSIDE ROOMS | DOUBLE CARPOR",21 Feb 2026,2026-03-27T16:03:39.247194+00:00,for-sale,gauteng,johannesburg-metro,soweto,meadowlands,749000.0
privateproperty,T5158983,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/northcliff/albertville/44a-plein-street/T5158983,2 Bedroom House in Albertville,7400000.0,Albertville,Northcliff,Gauteng,House,2.0,2.0,2.0,,,248.0,1027.0,400.0,"2 Bedroom House in Albertville, 44a plein street, Low Maintenance Property with 2 bedroom 2 Bath House Offers from R740 000 will be considered....Se",19 Jul 2025,2026-03-27T16:03:35.555738+00:00,for-sale,gauteng,johannesburg-metro,northcliff,albertville,740000.0
privateproperty,T5364482,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/soweto/protea-glen/75-camphor-tree-street/T5364482,3 Bedroom House in Protea Glen,7400000.0,Protea Glen,Soweto,Gauteng,House,3.0,1.5,4.0,,55.0,200.0,521.6666666666666,550.0,"3 Bedroom House in Protea Glen, 75 camphor tree street, Cozy 3-Bedroom Home in Protea Glen, Soweto! Come and discover this lovely 3-bedroom home for sale i",26 Jan 2026,2026-03-27T16:03:33.000581+00:00,for-sale,gauteng,johannesburg-metro,soweto,protea-glen,740000.0
privateproperty,T5382568,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/midrand/erand-gardens/71-14th-street/T5382568,2 Bedroom House in Erand Gardens,7400000.0,Erand Gardens,Midrand,Gauteng,House,2.0,2.0,2.0,,82.0,,1532.0,591.0,"2 Bedroom House in Erand Gardens, 71 14th street, Secure your future with this spacious 2 bedroom, 2 bathroom apartment located in the heart of Midran",9 Feb 2026,2026-03-27T16:03:29.802338+00:00,for-sale,gauteng,johannesburg-metro,midrand,erand-gardens,740000.0
privateproperty,T5253668,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/johannesburg-south/kibler-park/334-route-82/1-tamboti-street/T5253668,2 Bedroom House in Kibler Park,7361000.0,Kibler Park,Johannesburg South,Gauteng,House,2.0,1.0,1.0,,48.0,51.0,1759.0,512.0,"2 Bedroom House in Kibler Park, 334 route 82, 1 tamboti street, 2bedroom 1st flour unit in Kibler Park Olifantsvlei neighborhood. This neat unit is sutuated with a",3 Oct 2025,2026-03-27T16:03:27.130896+00:00,for-sale,gauteng,johannesburg-metro,johannesburg-south,kibler-park,736100.0
privateproperty,T5299458,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/soweto/protea-glen/glen-ridge/3-alpine-street/T5299458,3 Bedroom House in Glen Ridge,7350000.0,Protea Glen,Soweto,Gauteng,House,3.0,1.0,3.0,,,252.0,521.6666666666666,400.0,"3 Bedroom House in Glen Ridge, 3 alpine street, Versatile 3Bedroom Home with 3Backroom Cottage .. Well priced investment gem . Projected income re",11 Nov 2025,2026-03-27T16:03:22.801186+00:00,for-sale,gauteng,johannesburg-metro,soweto,protea-glen,735000.0
privateproperty,T5019200,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/johannesburg-south/regents-park/mak-3-eleazar-street/T5019200,3 Bedroom House in Regents Park,7300000.0,Regents Park,Johannesburg South,Gauteng,House,3.0,1.0,4.0,1.0,132.0,222.0,1253.2,637.0,"3 Bedroom House in Regents Park, #mak 3 eleazar street, Charming 3-Bedroom, 1-Bathroom Home in the Heart of Regents Park Charming 3-Bedroom, 1-Bathroom Hom",26 Mar 2025,2026-03-27T16:03:19.347670+00:00,for-sale,gauteng,johannesburg-metro,johannesburg-south,regents-park,730000.0
privateproperty,T5224133,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/northcliff/riverlea/22-gallinule-street/T5224133,3 Bedroom House in Riverlea,7300000.0,Riverlea,Northcliff,Gauteng,House,3.0,2.0,1.0,,82.0,217.0,2189.946808510638,570.0,"3 Bedroom House in Riverlea, 22 gallinule street, YOUR DREAMY HOME Come and take a look at this lovely three bed, two bath home with an open plan lou",9 Sep 2025,2026-03-27T16:03:16.614845+00:00,for-sale,gauteng,johannesburg-metro,northcliff,riverlea,730000.0
privateproperty,T5318286,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/soweto/protea-glen/36-umsinga-street/T5318286,2 Bedroom House in Protea Glen,7300000.0,Protea Glen,Soweto,Gauteng,House,2.0,1.0,5.0,,,373.0,521.6666666666666,347.0,"2 Bedroom House in Protea Glen, 36. umsinga street, A Cozy Home with Extra Space Outside This lovely home features 2 bedrooms, each fitted with built-i",26 Nov 2025,2026-03-27T16:03:13.544522+00:00,for-sale,gauteng,johannesburg-metro,soweto,protea-glen,730000.0
privateproperty,T5387968,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/lenasia-to-ennerdale/lenasia/11701-harolo-crescent/T5387968,2 Bedroom House in Lenasia,7300000.0,Lenasia,Lenasia To Ennerdale,Gauteng,House,2.0,1.0,2.0,1.0,,180.0,600.0,500.0,"2 Bedroom House in Lenasia, 11701 harolo crescent, Stunning and neat 2-Bedroom Home in Tokoza Ext 2, Alberton This inviting 2-bedroom home in Tokoza E",13 Feb 2026,2026-03-27T16:03:09.274023+00:00,for-sale,gauteng,johannesburg-metro,lenasia-to-ennerdale,lenasia,730000.0
privateproperty,T5398020,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/soweto/dobsonville/b26l-village-street/T5398020,2 Bedroom House in Dobsonville,7300000.0,Dobsonville,Soweto,Gauteng,House,2.0,1.0,8.0,1.0,40.0,286.0,461.18666666666667,900.0,"2 Bedroom House in Dobsonville, b26l village street, Two Bedroom House For Sale In Dobsnville Gardens TWO BEDROOM FAMILY HOME | FULLY PAVED YARD | GARAG",20 Feb 2026,2026-03-27T16:03:05.193119+00:00,for-sale,gauteng,johannesburg-metro,soweto,dobsonville,730000.0
privateproperty,T5413763,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/johannesburg-south/rosettenville/21nk-kruger-street/T5413763,2 Bedroom House in Rosettenville,7300000.0,Rosettenville,Johannesburg South,Gauteng,House,2.0,1.0,2.0,1.0,111.0,248.0,400.0,900.0,"2 Bedroom House in Rosettenville, 21nk kruger street, WELL-MAINTAINED TWO-BEDROOM HOUSE IN ROSETTENVILLE CLOSE TO SOUTH RAND HOSPITAL WELL-MAINTAINED TW",5 Mar 2026,2026-03-27T16:03:02.407953+00:00,for-sale,gauteng,johannesburg-metro,johannesburg-south,rosettenville,730000.0
privateproperty,T5417466,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/johannesburg-south/rosettenville/21nk-kruger-street/T5417466,2 Bedroom House in Rosettenville,7300000.0,Rosettenville,Johannesburg South,Gauteng,House,2.0,1.0,2.0,1.0,111.0,248.0,400.0,900.0,"2 Bedroom House in Rosettenville, 21#nk kruger street, TWO BEDROOM FREESTANDING WELL LOOKED AFTER HOUSE IN ROSETTENVILLE CLOSE TO SOUTH RAND HOSPITAL TWO",9 Mar 2026,2026-03-27T16:02:59.548354+00:00,for-sale,gauteng,johannesburg-metro,johannesburg-south,rosettenville,730000.0
privateproperty,T5072088,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/soweto/protea-glen/1-tukedi/T5072088,3 Bedroom House in Protea Glen,7200000.0,Protea Glen,Soweto,Gauteng,House,3.0,1.0,,,60.0,646.0,521.6666666666666,457.0,"3 Bedroom House in Protea Glen, 1 tukedi, HOME SWEET HOME Welcome to this delightful three bedroom , one bathroom house situated in Protea Gl",12 May 2025,2026-03-27T16:02:56.814690+00:00,for-sale,gauteng,johannesburg-metro,soweto,protea-glen,720000.0
privateproperty,T5218482,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/randburg/randpark-ridge/0-manor-park/26-pangola-avenue/T5218482,2 Bedroom House in Randpark Ridge,7200000.0,Randpark Ridge,Randburg,Gauteng,House,2.0,2.0,1.0,,73.0,,1900.0,720.0,"2 Bedroom House in Randpark Ridge, manor park, 26 pangola avenue, Own Your Home for Less Than You Think! This modern second-floor apartment offers the perfect blend",5 Sep 2025,2026-03-27T16:02:53.908136+00:00,for-sale,gauteng,johannesburg-metro,randburg,randpark-ridge,720000.0
privateproperty,T5231671,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/johannesburg-south/south-hills/33nk-kopane-street/T5231671,2 Bedroom House in South Hills,7200000.0,South Hills,Johannesburg South,Gauteng,House,2.0,1.0,1.0,,53.0,178.0,900.0,500.0,"2 Bedroom House in South Hills, 33#nk kopane street, TWO BEDROOM FAMILY HOME | OPEN PLAN LIVING | 24 HOUR SECURITY Why to Buy? - Two comfortable bedroo",16 Sep 2025,2026-03-27T16:02:50.086652+00:00,for-sale,gauteng,johannesburg-metro,johannesburg-south,south-hills,720000.0
privateproperty,T5253801,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/johannesburg-south/turffontein/158-donnelly/T5253801,2 Bedroom House in Turffontein,7200000.0,Turffontein,Johannesburg South,Gauteng,House,2.0,1.0,2.0,1.0,495.0,495.0,1253.2,525.0,"2 Bedroom House in Turffontein, 158 donnelly, Charming 2-Bedroom Home This lovely 2-bedroom home offers 1 or 2 bathrooms, a modern kitchen, and a",4 Oct 2025,2026-03-27T16:02:46.512229+00:00,for-sale,gauteng,johannesburg-metro,johannesburg-south,turffontein,720000.0
privateproperty,T5401839,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/johannesburg-south/naturena/73sn-hamilton-street/T5401839,2 Bedroom House in Naturena,7200000.0,Naturena,Johannesburg South,Gauteng,House,2.0,1.0,1.0,,,150.0,1862.0,327.0,"2 Bedroom House in Naturena, 73sn hamilton street, CHARMING TWO BEDROOM HOME | SECURE | PET FRIENDLY | FIBRE READY | SOUGHT AFTER LOCATION CHARMING TW",24 Feb 2026,2026-03-27T16:02:42.412797+00:00,for-sale,gauteng,johannesburg-metro,johannesburg-south,naturena,720000.0
privateproperty,T5189064,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/midrand/president-park/38-villa-med/9-swart/T5189064,2 Bedroom House in President Park,7000000.0,President Park,Midrand,Gauteng,House,2.0,2.0,1.0,,,92.0,2000.0,900.0,"2 Bedroom House in President Park, 38 villa med, 9 swart, Discover comfortable living in this light-filled 2-bedroom, 2-bathroom ground-floor corner apartment",13 Aug 2025,2026-03-27T16:02:38.140615+00:00,for-sale,gauteng,johannesburg-metro,midrand,president-park,700000.0
privateproperty,T5280905,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/johannesburg-central/bruma/48-ss-new-times-square/32-ernest-oppenheimer-avenue/T5280905,2 Bedroom House in Bruma,7000000.0,Bruma,Johannesburg Central,Gauteng,House,2.0,2.0,1.0,,89.0,2.0,3200.0,1300.0,"2 Bedroom House in Bruma, 48 ss new times square, 32 ernest oppenheimer avenue, 2 Bedrooms, 2 Bathrooms (MES), open plan Kitchen and living area, Balcony Bruma is a suburb of Joha",27 Oct 2025,2026-03-27T16:02:21.802513+00:00,for-sale,gauteng,johannesburg-metro,johannesburg-central,bruma,700000.0
privateproperty,T5321677,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/soweto/bram-fisherville/1-iron-street/T5321677,2 Bedroom House in Bram Fisherville,7000000.0,Bram Fisherville,Soweto,Gauteng,House,2.0,1.0,5.0,,,271.0,461.18666666666667,350.0,"2 Bedroom House in Bram Fisherville, 1 iron street, Welcome to this lovely 2-bedroom home, perfect for first-time buyers or anyone looking for a comfort",1 Dec 2025,2026-03-27T16:02:18.359215+00:00,for-sale,gauteng,johannesburg-metro,soweto,bram-fisherville,700000.0
privateproperty,T5343856,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/johannesburg-central/johannesburg-cbd/45-ansteys-building/59-joubert/T5343856,2 Bedroom House in Johannesburg CBD,7000000.0,Johannesburg Cbd,Johannesburg Central,Gauteng,House,2.0,1.5,2.0,1.0,64.0,64.0,1850.0,650.0,"2 Bedroom House in Johannesburg CBD, 45 anstey''s building, 59 joubert, Two Bedroom unit is offering the following 2 Bedroom, fitted with BIC, 1 Fitted kitchen, 1 Bathro",7 Jan 2026,2026-03-27T16:02:14.109187+00:00,for-sale,gauteng,johannesburg-metro,johannesburg-central,johannesburg-cbd,700000.0
privateproperty,T5346451,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/soweto/protea-glen/marula-street-2819-protea-protea-glen-ext-11-2819/T5346451,2 Bedroom House in Protea Glen,7000000.0,Protea Glen,Soweto,Gauteng,House,2.0,1.0,6.0,,50.0,285.0,521.6666666666666,400.0,"2 Bedroom House in Protea Glen, marula street 2819 protea protea glen ext 11 2819, This 2 bedroom house for sell in Protea Glen is built in a 285m2 yard without parving.A big space av",10 Jan 2026,2026-03-27T16:02:10.775075+00:00,for-sale,gauteng,johannesburg-metro,soweto,protea-glen,700000.0
privateproperty,T5362214,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/lenasia-to-ennerdale/lenasia/14-grouse-lane/T5362214,3 Bedroom House in Lenasia,7000000.0,Lenasia,Lenasia To Ennerdale,Gauteng,House,3.0,2.0,2.0,,122.0,470.0,600.0,600.0,"3 Bedroom House in Lenasia, 14 grouse lane, 3 bed house for sale in Lenasia Presenting a residential property in Lenasia Ext 2, This single-sto",23 Jan 2026,2026-03-27T16:02:07.549282+00:00,for-sale,gauteng,johannesburg-metro,lenasia-to-ennerdale,lenasia,700000.0
privateproperty,T4773211,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/soweto/soweto-central/emdeni/36-mamasiankona/T4773211,3 Bedroom House in Emdeni,7000000.0,Soweto Central,Soweto,Gauteng,House,3.0,1.0,1.0,1.0,70.0,253.0,50.5,219.0,"3 Bedroom House in Emdeni, 36 mamasiankona, This Home is conveniently located close to all amenities such as shopping Dobsonville shopping centr",17 Mar 2026,2026-03-27T16:02:04.702019+00:00,for-sale,gauteng,johannesburg-metro,soweto,soweto-central,700000.0
privateproperty,T4909047,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/soweto/bram-fisherville/25-silver-street/T4909047,3 Bedroom House in Bram Fisherville,6999990.0,Bram Fisherville,Soweto,Gauteng,House,3.0,1.0,,,76.0,366.0,461.18666666666667,539.0,"3 Bedroom House in Bram Fisherville, 25 silver street, Perfect home for a family This property is perfect for families or individuals looking for a frees",5 Jan 2025,2026-03-27T16:02:00.833123+00:00,for-sale,gauteng,johannesburg-metro,soweto,bram-fisherville,699999.0
privateproperty,T5153627,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/soweto/protea-glen/bm2693-college-street/T5153627,2 Bedroom House in Protea Glen,6999990.0,Protea Glen,Soweto,Gauteng,House,2.0,1.0,,,42.0,300.0,521.6666666666666,700.0,"2 Bedroom House in Protea Glen, bm2693 college street, NEAT TWO BEDROOM HOME | SPACIOUS GARDEN | PRIME LOCATION | GREAT INVESTMENT POTENTIAL Why to Buy?",15 Jul 2025,2026-03-27T16:01:58.266330+00:00,for-sale,gauteng,johannesburg-metro,soweto,protea-glen,699999.0
privateproperty,T5373982,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/soweto/protea-glen/78-siyaya-street/T5373982,3 Bedroom House in Protea Glen,6999990.0,Protea Glen,Soweto,Gauteng,House,3.0,1.0,4.0,,,250.0,521.6666666666666,235.0,"3 Bedroom House in Protea Glen, 78 siyaya street, Charming 3-Bedroom Home in Protea Glen with Modern Kitchen This charming single-story residence in",3 Feb 2026,2026-03-27T16:01:54.611643+00:00,for-sale,gauteng,johannesburg-metro,soweto,protea-glen,699999.0
privateproperty,T5417901,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/midrand/sagewood/386-minuet-and-more/44-mozart-lane/T5417901,2 Bedroom House in Sagewood,6999990.0,Sagewood,Midrand,Gauteng,House,2.0,1.5,,,79.0,8.0,1300.0,700.0,"2 Bedroom House in Sagewood, 386 minuet and more, 44 mozart lane, We are now offering development packages across Gauteng, No Bond, No Duty and No Transfer Cost, all",10 Mar 2026,2026-03-27T16:01:50.993156+00:00,for-sale,gauteng,johannesburg-metro,midrand,sagewood,699999.0
privateproperty,T5435045,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/lenasia-to-ennerdale/ennerdale/b26l-jones-street/T5435045,3 Bedroom House in Ennerdale,6999990.0,Ennerdale,Lenasia To Ennerdale,Gauteng,House,3.0,2.0,4.0,1.0,200.0,317.0,397.72727272727275,600.0,"3 Bedroom House in Ennerdale, b26l jones street, Three Bedroom House For Sale In Ennerdale South CHARMING 3 BEDROOM FAMILY HOME | CUL-DE-SAC | SECUR",24 Mar 2026,2026-03-27T16:01:47.170594+00:00,for-sale,gauteng,johannesburg-metro,lenasia-to-ennerdale,ennerdale,699999.0
privateproperty,T4074197,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/johannesburg-south/turffontein/19-von-brandis/T4074197,2 Bedroom House in Turffontein,6990000.0,Turffontein,Johannesburg South,Gauteng,House,2.0,1.0,,,53.0,183.0,1253.2,417.0,"2 Bedroom House in Turffontein, 19 von brandis, This beautiful well kept home in the heart of Turffontein boasts 2 bedrooms with Bic''s and both fin",4 Jun 2024,2026-03-27T16:01:43.117732+00:00,for-sale,gauteng,johannesburg-metro,johannesburg-south,turffontein,699000.0
privateproperty,T4935562,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/johannesburg-south/south-hills/3np-arlington-street/T4935562,2 Bedroom House in South Hills,6990000.0,South Hills,Johannesburg South,Gauteng,House,2.0,1.0,8.0,,,495.0,900.0,550.0,"2 Bedroom House in South Hills, 3np arlington street, AFFORDABLE | SPACIOUS YARD| SPACIOUS TWO BEDROOM HOME | SPACIOUS YARDS | FLATLET | OPPORTUNITY KNOC",27 Jan 2025,2026-03-27T16:01:39.092629+00:00,for-sale,gauteng,johannesburg-metro,johannesburg-south,south-hills,699000.0
privateproperty,T5069666,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/johannesburg-south/kenilworth/67-deiring-street/T5069666,2 Bedroom House in Kenilworth,6990000.0,Kenilworth,Johannesburg South,Gauteng,House,2.0,1.0,,,222.0,222.0,1253.2,510.0,"2 Bedroom House in Kenilworth, 67 deiring street, This well-maintained 2-bedroom, 1-bathroom home offers comfortable living with great extras. The pro",9 May 2025,2026-03-27T16:01:36.185587+00:00,for-sale,gauteng,johannesburg-metro,johannesburg-south,kenilworth,699000.0
privateproperty,T5283863,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/sandton/bryanston/11-the-lodge-retirement-village/111-grosvenor-rd/T5283863,1 Bedroom House in Bryanston,6990000.0,Bryanston,Sandton,Gauteng,House,1.0,1.0,1.0,,75.0,,9305.0,3250.0,"1 Bedroom House in Bryanston, 11 the lodge retirement village, 111 grosvenor rd, No transfer duties, No conveyancing fees! Discover a carefree lifestyle tailored for the over 55s",28 Oct 2025,2026-03-27T16:01:32.404227+00:00,for-sale,gauteng,johannesburg-metro,sandton,bryanston,699000.0
privateproperty,T5327585,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/soweto/protea-glen/12-aldo-street/T5327585,3 Bedroom House in Protea Glen,6990000.0,Protea Glen,Soweto,Gauteng,House,3.0,1.0,4.0,1.0,100.0,252.0,521.6666666666666,430.0,"3 Bedroom House in Protea Glen, 12 aldo street, Secure 3-Bedroom Home in Protea Glen, Soweto This inviting 3-bedroom, 1-bathroom home in Protea Gle",6 Dec 2025,2026-03-27T16:01:28.836080+00:00,for-sale,gauteng,johannesburg-metro,soweto,protea-glen,699000.0
privateproperty,T5334665,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/northcliff/riverlea/lb762-east-street/T5334665,3 Bedroom House in Riverlea,6990000.0,Riverlea,Northcliff,Gauteng,House,3.0,1.0,,,75.0,218.0,2189.946808510638,840.0,"3 Bedroom House in Riverlea, lb#762 east street, Three Bedroom House For Sale In Riverlea NEAT THREE BEDROOM HOME | RIVERLEA | WELL MAINTAINED | ROO",15 Dec 2025,2026-03-27T16:01:26.286713+00:00,for-sale,gauteng,johannesburg-metro,northcliff,riverlea,699000.0
privateproperty,T5341564,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/soweto/soweto-central/b35l-curro-street/T5341564,2 Bedroom House in Soweto Central,6990000.0,Soweto Central,Soweto,Gauteng,House,2.0,1.0,6.0,1.0,,251.0,50.5,800.0,"2 Bedroom House in Soweto Central, b35l curro street, Two Bedroom House For Sale In Glen Ridge CHARMING TWO BEDROOM HOME | OPEN-PLAN LIVING | DRIVE-THROU",5 Jan 2026,2026-03-27T16:01:22.623454+00:00,for-sale,gauteng,johannesburg-metro,soweto,soweto-central,699000.0
